,customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,visit_category,recency_days,lifetime_days
164,165,2019-08-28,YYC-DT,3,0.4,470.43,2019-08-28,2022-05-29,Calgary Downtown,False,11,367.26,33.39,3,True,Rude Staff,3.46,Jarang,947,1005
165,166,2020-08-30,YYC-DT,9,0.33,17.07,2020-08-30,2023-02-03,Calgary Downtown,False,40,2020.31,50.51,8,False,No Description,4.02,Sering,697,887
166,167,2019-05-21,YYC-SE,10,0.38,74.09,2019-05-21,2022-05-18,Calgary SE,True,44,3377.11,76.75,10,False,No Description,4.42,Sering,958,1093
167,168,2024-08-22,YYC-DT,4,0.33,216.01,2024-08-22,2024-12-17,Calgary Downtown,False,1,27.7,27.7,4,False,No Description,3.54,Jarang,14,117
168,169,2019-04-16,YYC-DT,7,0.45,41.11,2019-04-16,2023-04-12,Calgary Downtown,True,36,1507.22,41.87,8,False,No Description,4.77,Sering,629,1457
169,170,2022-12-02,YYC-DT,10,0.33,335.16,2022-12-02,2024-02-07,Calgary Downtown,False,15,1030.63,68.71,5,False,No Description,3.87,Jarang,328,432
170,171,2023-11-07,YYC-NW,17,0.28,113.74,2023-11-07,2024-06-30,Calgary NW,True,19,1159.36,61.02,13,False,No Description,4.81,Sering,184,236
171,172,2024-01-27,ONLINE,16,0.38,123.52,2024-01-27,2024-12-23,Online,False,15,1325.57,88.37,19,True,Damaged Book,3.1,Sering,8,331
172,173,2023-01-07,YYC-SE,2,0.49,130.31,2023-01-07,2023-12-27,Calgary SE,False,2,167.46,83.73,1,False,No Description,4.4,Sangat Jarang,370,354
173,174,2023-07-10,YYC-DT,4,0.26,207.35,2023-07-10,2024-11-12,Calgary Downtown,False,4,370.24,92.56,4,True,Rude Staff,3.07,Jarang,49,491
174,175,2020-07-25,ONLINE,7,0.39,69.6,2020-07-25,2021-12-28,Online,False,31,2098.42,67.69,8,True,Damaged Book,3.01,Sering,1099,521
175,176,2024-12-07,YYC-NW,11,0.52,95.19,2024-12-07,2024-07-11,Calgary NW,False,2,180.7,90.35,9,False,No Description,4.22,Sering,173,-149
176,177,2022-05-27,YYC-NW,12,0.08,203.64,2022-05-27,2023-10-01,Calgary NW,True,33,879.56,26.65,9,False,No Description,4.22,Sering,457,492
177,178,2024-02-26,YYC-DT,18,0.1,150.29,2024-02-26,2024-08-01,Calgary Downtown,True,12,926.61,77.22,20,False,No Description,4.49,Sering,152,157
178,179,2020-10-29,YYC-NW,7,0.36,141.88,2020-10-29,2021-12-25,Calgary NW,False,25,1821.87,72.87,6,False,No Description,3.54,Jarang,1102,422
179,180,2019-12-07,YYC-DT,11,0.43,162.2,2019-12-07,2021-05-25,Calgary Downtown,False,42,2682.19,63.86,7,True,Website Issue,3.85,Sering,1316,535
180,181,2022-07-23,YYC-DT,6,0.26,169.43,2022-07-23,2022-12-27,Calgary Downtown,False,11,517.63,47.06,3,False,No Description,3.83,Jarang,735,157
181,182,2020-03-30,YYC-SE,2,0.25,225.36,2020-03-30,2023-01-01,Calgary SE,False,8,245.06,30.63,2,False,No Description,3.92,Sangat Jarang,730,1007
182,183,2020-12-03,YYC-DT,15,0.2,79.59,2020-12-03,2024-10-29,Calgary Downtown,False,45,4233.24,94.07,13,False,No Description,4.15,Sering,63,1426
183,184,2019-12-01,YYC-SE,12,0.16,151.65,2019-12-01,2024-04-12,Calgary SE,False,58,5146.18,88.73,7,False,No Description,4.12,Sering,263,1594
184,185,2022-02-26,YYC-SE,19,0.08,200.57,2022-02-26,2023-07-15,Calgary SE,False,43,3249.21,75.56,12,False,No Description,4.05,Sering,535,504
185,186,2023-11-23,YYC-DT,19,0.31,96.8,2023-11-23,2024-04-30,Calgary Downtown,False,22,1652.45,75.11,19,False,No Description,4.03,Sering,245,159
186,187,2019-06-05,YYC-SE,3,0.39,205.88,2019-06-05,2020-04-15,Calgary SE,False,14,645.54,46.11,3,False,No Description,4.35,Jarang,1721,315
187,188,2021-08-10,YYC-NW,12,0.38,211.45,2021-08-10,2024-10-19,Calgary NW,True,39,2608.09,66.87,9,True,Late Delivery,3.6,Sering,73,1166
188,189,2021-08-03,YYC-SE,2,0.08,94.35,2021-08-03,2022-07-26,Calgary SE,False,6,182.94,30.49,2,False,No Description,4.12,Sangat Jarang,889,357
189,190,2023-10-12,YYC-SE,12,0.24,149.72,2023-10-12,2024-05-27,Calgary SE,False,13,1068.67,82.21,13,False,No Description,3.68,Sering,218,228
190,191,2019-11-06,YYC-SE,10,0.44,11.99,2019-11-06,2020-05-03,Calgary SE,False,53,2313.2,43.65,10,False,No Description,3.64,Sering,1703,179
191,192,2019-02-02,YYC-DT,17,0.3,123.4,2019-02-02,2019-06-15,Calgary Downtown,True,90,7135.68,79.29,18,False,No Description,4.37,Sering,2026,133
192,193,2022-06-23,YYC-DT,19,0.5,96.98,2022-06-23,2023-05-12,Calgary Downtown,True,36,3072.8,85.36,19,False,No Description,4.44,Sering,599,323
193,194,2020-11-26,YYC-DT,5,0.21,22.34,2020-11-26,2022-10-15,Calgary Downtown,False,21,983.66,46.84,5,True,Damaged Book,3.81,Jarang,808,688
194,195,2022-07-01,YYC-DT,2,0.46,325.88,2022-07-01,2024-01-25,Calgary Downtown,False,4,180.62,45.16,2,False,No Description,3.76,Sangat Jarang,341,573
195,196,2024-10-27,YYC-NW,11,0.14,249.74,2024-10-27,2024-02-02,Calgary NW,False,2,93.0,46.5,13,False,No Description,4.3,Sering,333,-268
196,197,2019-03-04,YYC-NW,6,0.19,180.85,2019-03-04,2023-11-26,Calgary NW,False,31,1587.17,51.2,4,False,No Description,4.36,Jarang,401,1728
197,198,2023-11-05,YYC-SE,2,0.27,93.96,2023-11-05,2024-12-07,Calgary SE,False,1,85.13,85.13,2,False,No Description,4.39,Sangat Jarang,24,398
198,199,2019-07-24,YYC-SE,14,0.28,66.51,2019-07-24,2021-03-01,Calgary SE,False,60,3247.13,54.12,8,True,Late Delivery,3.47,Sering,1401,586
199,200,2022-07-24,YYC-DT,19,0.25,85.63,2022-07-24,2024-02-08,Calgary Downtown,False,48,2592.26,54.01,10,True,Rude Staff,2.82,Sering,327,564
200,201,2019-04-07,YYC-DT,8,0.11,144.59,2019-04-07,2023-03-31,Calgary Downtown,False,32,1202.56,37.58,9,True,Damaged Book,3.03,Sering,641,1454
201,202,2022-07-02,YYC-NW,11,0.16,292.82,2022-07-02,2023-09-30,Calgary NW,False,25,1118.05,44.72,11,False,No Description,3.84,Sering,458,455
202,203,2023-10-17,YYC-SE,12,0.03,51.71,2023-10-17,2024-07-03,Calgary SE,True,11,634.61,57.69,7,True,Damaged Book,4.23,Sering,181,260
203,204,2021-05-03,YYC-DT,4,0.13,125.04,2021-05-03,2022-06-12,Calgary Downtown,True,11,324.99,29.54,2,False,No Description,4.58,Sangat Jarang,933,405
204,205,2020-09-22,YYC-DT,4,0.31,296.32,2020-09-22,2021-02-13,Calgary Downtown,False,15,696.5,46.43,3,False,No Description,3.93,Jarang,1417,144
205,206,2022-02-23,YYC-NW,14,0.72,24.87,2022-02-23,2023-07-05,Calgary NW,False,34,2181.4,64.16,16,False,No Description,4.0,Sering,545,497
206,207,2019-12-10,ONLINE,19,0.18,56.03,2019-12-10,2021-04-22,Online,False,86,4215.23,49.01,19,True,Billing Error,3.7,Sering,1349,499
207,208,2023-06-06,YYC-DT,6,0.23,180.96,2023-06-06,2024-11-30,Calgary Downtown,False,8,398.03,49.75,3,False,No Description,3.7,Jarang,31,543
208,209,2024-04-30,YYC-NW,7,0.06,106.49,2024-04-30,2024-12-05,Calgary NW,False,4,137.65,34.41,4,False,No Description,4.28,Jarang,26,219
209,210,2024-01-13,YYC-NW,9,0.29,148.94,2024-01-13,2024-08-25,Calgary NW,False,8,244.87,30.61,5,False,No Description,4.1,Jarang,128,225
210,211,2020-05-29,YYC-NW,7,0.14,47.62,2020-05-29,2020-10-18,Calgary NW,False,34,2197.01,64.62,7,False,No Description,3.8,Sering,1535,142
211,212,2021-11-02,YYC-NW,3,0.34,287.18,2021-11-02,2022-07-01,Calgary NW,False,7,606.33,86.62,2,False,No Description,4.48,Sangat Jarang,914,241
212,213,2020-02-04,YYC-DT,13,0.46,226.93,2020-02-04,2024-04-13,Calgary Downtown,False,63,2550.59,40.49,9,False,No Description,3.74,Sering,262,1530
213,214,2024-08-12,YYC-NW,6,0.16,148.76,2024-08-12,2024-12-15,Calgary NW,False,2,106.24,53.12,4,True,Late Delivery,3.49,Jarang,16,125
214,215,2020-09-14,YYC-NW,3,0.74,93.81,2020-09-14,2023-04-12,Calgary NW,False,13,530.57,40.81,2,True,Website Issue,3.49,Sangat Jarang,629,940
215,216,2024-08-13,YYC-SE,3,0.34,139.34,2024-08-13,2024-12-14,Calgary SE,False,0,0.0,0.0,2,False,No Description,3.98,Sangat Jarang,17,123
216,217,2021-08-02,YYC-NW,5,0.23,209.54,2021-08-02,2023-12-23,Calgary NW,False,17,1367.1,80.42,4,False,No Description,3.71,Jarang,374,873
217,218,2024-10-30,YYC-SE,6,0.17,186.76,2024-10-30,2024-08-06,Calgary SE,False,1,58.02,58.02,4,False,No Description,4.27,Jarang,147,-85
218,219,2024-03-04,YYC-DT,6,0.37,78.12,2024-03-04,2024-10-02,Calgary Downtown,False,4,193.38,48.34,4,False,No Description,4.0,Jarang,90,212
219,220,2022-09-30,YYC-NW,15,0.11,60.53,2022-09-30,2024-11-28,Calgary NW,False,33,3014.82,91.36,8,False,No Description,4.81,Sering,33,790
220,221,2020-08-13,YYC-NW,2,0.15,80.2,2020-08-13,2024-07-28,Calgary NW,False,6,459.98,76.66,1,False,No Description,3.58,Sangat Jarang,156,1445
221,222,2024-08-12,YYC-NW,9,0.28,160.29,2024-08-12,2024-11-20,Calgary NW,False,3,199.76,66.59,6,True,Rude Staff,3.5,Jarang,41,100
222,223,2024-11-29,YYC-DT,5,0.52,306.36,2024-11-29,2024-02-07,Calgary Downtown,True,1,69.96,69.96,3,False,No Description,4.42,Jarang,328,-296
223,224,2021-10-28,YYC-DT,2,0.03,141.64,2021-10-28,2023-09-25,Calgary Downtown,False,5,193.6,38.72,2,False,No Description,3.77,Sangat Jarang,463,697
224,225,2024-10-01,YYC-SE,4,0.11,95.73,2024-10-01,2024-10-22,Calgary SE,False,1,54.42,54.42,3,False,No Description,4.53,Jarang,70,21
225,226,2022-11-21,YYC-DT,11,0.37,218.45,2022-11-21,2024-09-19,Calgary Downtown,True,18,1524.36,84.69,8,False,No Description,4.52,Sering,103,668
226,227,2024-06-06,YYC-SE,11,0.37,301.68,2024-06-06,2024-09-29,Calgary SE,False,4,357.94,89.48,8,True,Damaged Book,3.67,Sering,93,115
227,228,2020-01-07,YYC-DT,7,0.26,465.34,2020-01-07,2023-06-14,Calgary Downtown,False,32,1046.47,32.7,4,False,No Description,4.35,Jarang,566,1254
228,229,2019-05-13,YYC-DT,11,0.32,187.82,2019-05-13,2020-04-23,Calgary Downtown,False,46,1213.51,26.38,11,True,Billing Error,3.49,Sering,1713,346
229,230,2023-06-16,YYC-NW,2,0.12,219.02,2023-06-16,2024-08-30,Calgary NW,False,3,174.48,58.16,2,False,No Description,4.47,Sangat Jarang,123,441
230,231,2023-08-10,ONLINE,3,0.11,70.18,2023-08-10,2024-12-03,Online,False,4,172.11,43.03,2,False,No Description,4.11,Sangat Jarang,28,481
231,232,2019-01-03,YYC-DT,13,0.28,172.55,2019-01-03,2019-12-25,Calgary Downtown,False,64,3667.23,57.3,12,False,No Description,4.59,Sering,1833,356
232,233,2022-07-04,YYC-NW,3,0.13,69.07,2022-07-04,2023-01-26,Calgary NW,False,5,372.74,74.55,2,False,No Description,3.81,Sangat Jarang,705,206
233,234,2019-05-07,YYC-SE,19,0.03,94.64,2019-05-07,2024-04-01,Calgary SE,False,106,4416.52,41.67,12,False,No Description,3.62,Sering,274,1791
234,235,2021-01-15,YYC-SE,7,0.19,89.6,2021-01-15,2022-08-27,Calgary SE,False,24,1734.69,72.28,6,False,No Description,3.83,Jarang,857,589
235,236,2021-05-04,YYC-SE,3,0.22,133.58,2021-05-04,2021-08-30,Calgary SE,True,11,870.63,79.15,2,False,No Description,4.4,Sangat Jarang,1219,118
236,237,2024-04-19,ONLINE,9,0.28,51.84,2024-04-19,2024-11-02,Online,False,6,531.43,88.57,9,True,Billing Error,3.04,Sering,59,197
237,238,2023-09-06,YYC-DT,12,0.13,210.06,2023-09-06,2024-01-08,Calgary Downtown,False,11,436.1,39.65,8,False,No Description,4.39,Sering,358,124
238,239,2022-07-30,YYC-NW,16,0.51,88.07,2022-07-30,2024-11-11,Calgary NW,True,34,2516.32,74.01,18,False,No Description,4.35,Sering,50,835
239,240,2021-08-21,ONLINE,5,0.2,118.44,2021-08-21,2023-07-14,Online,True,14,1143.96,81.71,5,False,No Description,4.01,Jarang,536,692
240,241,2020-02-04,YYC-NW,9,0.12,56.48,2020-02-04,2023-08-20,Calgary NW,False,43,2907.08,67.61,6,False,No Description,3.29,Jarang,499,1293
241,242,2020-06-19,YYC-NW,16,0.12,588.31,2020-06-19,2021-11-15,Calgary NW,False,56,2046.7,36.55,17,False,No Description,4.14,Sering,1142,514
242,243,2024-01-10,YYC-SE,6,0.08,193.21,2024-01-10,2024-06-19,Calgary SE,True,5,318.24,63.65,4,False,No Description,4.28,Jarang,195,161
243,244,2019-01-16,YYC-DT,9,0.31,219.35,2019-01-16,2019-07-24,Calgary Downtown,True,58,4339.74,74.82,5,False,No Description,4.35,Jarang,1987,189
244,245,2023-09-21,YYC-DT,19,0.31,93.12,2023-09-21,2024-06-12,Calgary Downtown,False,19,931.39,49.02,23,False,No Description,4.26,Sangat Sering,202,265
245,246,2019-08-13,YYC-SE,15,0.31,127.35,2019-08-13,2024-03-25,Calgary SE,True,58,4799.87,82.76,13,False,No Description,4.51,Sering,281,1686
246,247,2019-03-24,YYC-SE,17,0.62,36.17,2019-03-24,2022-02-19,Calgary SE,True,91,8101.52,89.03,16,False,No Description,4.57,Sering,1046,1063
247,248,2024-04-20,YYC-DT,13,0.31,211.53,2024-04-20,2024-09-11,Calgary Downtown,False,7,250.17,35.74,10,False,No Description,4.48,Sering,111,144
248,249,2023-10-20,YYC-DT,11,0.36,67.93,2023-10-20,2024-10-02,Calgary Downtown,False,14,792.35,56.6,12,False,No Description,3.57,Sering,90,348
249,250,2022-12-31,YYC-NW,12,0.23,125.14,2022-12-31,2024-11-27,Calgary NW,False,21,1697.61,80.84,8,False,No Description,4.1,Sering,34,697
250,251,2024-08-14,YYC-SE,17,0.63,339.13,2024-08-14,2024-12-24,Calgary SE,False,5,255.57,51.11,19,False,No Description,3.97,Sering,7,132
251,252,2024-02-21,YYC-DT,7,0.28,67.83,2024-02-21,2024-09-21,Calgary Downtown,False,5,398.97,79.79,8,False,No Description,3.72,Sering,101,213
252,253,2021-06-17,YYC-NW,18,0.22,155.63,2021-06-17,2021-11-18,Calgary NW,True,59,4709.3,79.82,14,False,No Description,4.75,Sering,1139,154
253,254,2020-11-01,YYC-NW,7,0.25,88.82,2020-11-01,2024-02-11,Calgary NW,False,27,1950.55,72.24,7,False,No Description,4.12,Sering,324,1197
254,255,2022-07-11,YYC-SE,16,0.45,27.88,2022-07-11,2024-11-11,Calgary SE,True,42,2768.08,65.91,10,False,No Description,4.87,Sering,50,854
255,256,2019-11-19,YYC-DT,11,0.19,124.81,2019-11-19,2021-01-03,Calgary Downtown,False,45,3930.92,87.35,9,False,No Description,4.06,Sering,1458,411
256,257,2021-03-29,YYC-SE,9,0.66,30.97,2021-03-29,2022-11-25,Calgary SE,True,35,2682.5,76.64,9,False,No Description,4.83,Sering,767,606
257,258,2019-05-13,ONLINE,11,0.44,92.79,2019-05-13,2021-06-28,Online,True,54,2154.82,39.9,13,False,No Description,4.66,Sering,1282,777
258,259,2019-12-26,YYC-DT,18,0.05,210.73,2019-12-26,2021-08-15,Calgary Downtown,False,80,5077.75,63.47,16,False,No Description,3.59,Sering,1234,598
259,260,2019-04-28,YYC-NW,9,0.4,302.62,2019-04-28,2021-12-06,Calgary NW,False,41,1596.41,38.94,7,False,No Description,3.68,Sering,1121,953
260,261,2019-10-02,YYC-NW,7,0.22,217.56,2019-10-02,2023-02-18,Calgary NW,False,36,3160.72,87.8,4,True,Damaged Book,3.37,Jarang,682,1235
261,262,2024-06-30,YYC-NW,11,0.06,254.39,2024-06-30,2024-12-14,Calgary NW,False,5,220.76,44.15,7,False,No Description,4.24,Sering,17,167
262,263,2021-03-04,YYC-NW,7,0.64,66.71,2021-03-04,2022-03-12,Calgary NW,False,24,893.66,37.24,8,True,Late Delivery,3.38,Sering,1025,373
263,264,2024-04-05,YYC-DT,10,0.52,148.35,2024-04-05,2024-11-17,Calgary Downtown,False,5,258.09,51.62,8,False,No Description,4.1,Sering,44,226
264,265,2021-12-19,YYC-DT,5,0.42,111.9,2021-12-19,2024-05-16,Calgary Downtown,True,13,609.59,46.89,5,False,No Description,4.64,Jarang,229,879
265,266,2022-03-31,YYC-DT,2,0.37,70.56,2022-03-31,2023-06-13,Calgary Downtown,False,4,361.48,90.37,1,True,Late Delivery,3.19,Sangat Jarang,567,439
266,267,2023-03-17,YYC-SE,7,0.28,300.06,2023-03-17,2024-02-25,Calgary SE,False,11,679.64,61.79,5,False,No Description,4.18,Jarang,310,345
267,268,2023-07-29,YYC-DT,5,0.3,136.07,2023-07-29,2024-04-24,Calgary Downtown,True,6,379.62,63.27,4,False,No Description,4.08,Jarang,251,270
268,269,2021-11-16,YYC-NW,4,0.59,174.45,2021-11-16,2024-03-28,Calgary NW,False,9,685.24,76.14,2,True,Website Issue,3.62,Sangat Jarang,278,863
269,270,2024-09-20,YYC-SE,19,0.49,314.7,2024-09-20,2024-12-31,Calgary SE,False,4,232.21,58.05,19,True,Website Issue,3.39,Sering,0,102
270,271,2023-05-28,YYC-DT,19,0.38,92.57,2023-05-28,2024-07-10,Calgary Downtown,False,31,2839.85,91.61,22,False,No Description,4.13,Sangat Sering,174,409
271,272,2024-03-08,YYC-DT,14,0.18,124.21,2024-03-08,2024-12-27,Calgary Downtown,True,10,302.92,30.29,13,True,Damaged Book,3.79,Sering,4,294
272,273,2021-04-16,ONLINE,13,0.14,253.98,2021-04-16,2023-05-09,Online,False,51,4106.2,80.51,8,False,No Description,3.61,Sering,602,753
273,274,2021-08-17,YYC-DT,18,0.3,106.31,2021-08-17,2022-09-06,Calgary Downtown,False,50,1671.28,33.43,11,True,Rude Staff,3.8,Sering,847,385
274,275,2020-02-05,YYC-DT,11,0.19,116.66,2020-02-05,2021-06-16,Calgary Downtown,False,52,3731.18,71.75,7,False,No Description,3.91,Sering,1294,497
275,276,2024-11-20,YYC-DT,5,0.45,170.36,2024-11-20,2024-07-04,Calgary Downtown,False,1,37.49,37.49,5,False,No Description,4.05,Jarang,180,-139
276,277,2022-07-05,YYC-DT,6,0.29,231.8,2022-07-05,2024-01-09,Calgary Downtown,True,13,741.32,57.02,4,True,Damaged Book,3.56,Jarang,357,553
277,278,2023-03-26,YYC-NW,4,0.08,49.55,2023-03-26,2023-09-15,Calgary NW,False,7,420.49,60.07,4,False,No Description,4.03,Jarang,473,173
278,279,2019-11-28,YYC-NW,9,0.08,92.75,2019-11-28,2024-09-23,Calgary NW,False,34,2146.27,63.13,10,False,No Description,3.67,Sering,99,1761
279,280,2019-09-13,ONLINE,7,0.34,36.49,2019-09-13,2023-10-31,Online,False,38,1106.09,29.11,8,True,Late Delivery,3.18,Sering,427,1509
280,281,2023-02-15,YYC-DT,11,0.52,83.3,2023-02-15,2024-05-29,Calgary Downtown,False,19,1067.74,56.2,12,False,No Description,4.09,Sering,216,469
281,282,2023-06-30,YYC-SE,6,0.17,95.61,2023-06-30,2024-09-10,Calgary SE,False,8,408.46,51.06,3,True,Website Issue,3.34,Jarang,112,438
282,283,2021-01-23,YYC-DT,12,0.27,116.01,2021-01-23,2023-02-01,Calgary Downtown,False,39,3147.96,80.72,10,False,No Description,4.02,Sering,699,739
283,284,2019-08-07,YYC-NW,19,0.4,145.59,2019-08-07,2021-01-02,Calgary NW,False,102,8299.64,81.37,22,False,No Description,3.76,Sangat Sering,1459,514
284,285,2021-05-03,YYC-DT,16,0.27,281.8,2021-05-03,2024-03-08,Calgary Downtown,True,46,3659.86,79.56,14,False,No Description,4.58,Sering,298,1040
285,286,2019-02-17,YYC-SE,3,0.65,178.09,2019-02-17,2021-02-24,Calgary SE,False,18,1235.93,68.66,3,False,No Description,3.64,Jarang,1406,738
286,287,2024-01-25,YYC-NW,6,0.46,206.91,2024-01-25,2024-07-08,Calgary NW,False,5,207.21,41.44,4,False,No Description,3.62,Jarang,176,165
287,288,2019-03-22,YYC-DT,6,0.07,233.64,2019-03-22,2020-12-11,Calgary Downtown,True,25,653.09,26.12,4,False,No Description,4.46,Jarang,1481,630
288,289,2023-01-04,YYC-NW,5,0.24,110.4,2023-01-04,2023-12-25,Calgary NW,False,8,355.0,44.38,6,False,No Description,4.03,Jarang,372,355
289,290,2019-07-03,ONLINE,7,0.16,91.55,2019-07-03,2024-07-24,Online,True,27,2369.3,87.75,8,True,Billing Error,4.33,Sering,160,1848
290,291,2023-10-29,ONLINE,17,0.41,77.36,2023-10-29,2024-09-09,Online,False,21,1168.35,55.64,18,False,No Description,4.27,Sering,113,316
291,292,2021-01-17,YYC-SE,3,0.22,165.95,2021-01-17,2024-10-09,Calgary SE,False,10,762.38,76.24,3,True,Damaged Book,3.32,Jarang,83,1361
292,293,2019-09-18,YYC-NW,3,0.41,201.2,2019-09-18,2024-09-23,Calgary NW,True,14,439.28,31.38,2,False,No Description,5.0,Sangat Jarang,99,1832
293,294,2021-02-18,YYC-SE,11,0.23,67.96,2021-02-18,2021-08-24,Calgary SE,False,41,2579.57,62.92,8,False,No Description,4.03,Sering,1225,187
294,295,2021-10-12,YYC-NW,3,0.19,169.18,2021-10-12,2022-11-18,Calgary NW,False,9,806.34,89.59,3,False,No Description,3.81,Jarang,774,402
295,296,2021-04-12,YYC-SE,17,0.33,74.28,2021-04-12,2024-10-05,Calgary SE,True,59,5274.22,89.39,12,False,No Description,4.74,Sering,87,1272
296,297,2024-05-17,ONLINE,12,0.14,105.51,2024-05-17,2024-10-23,Online,True,6,296.32,49.39,7,False,No Description,5.0,Sering,69,159
297,298,2022-04-11,ONLINE,18,0.59,159.36,2022-04-11,2023-08-23,Online,False,47,3891.85,82.81,11,False,No Description,3.86,Sering,496,499
298,299,2019-07-31,YYC-NW,12,0.05,89.39,2019-07-31,2023-10-03,Calgary NW,False,70,5169.82,73.85,10,True,Website Issue,3.25,Sering,455,1525
299,300,2022-06-15,ONLINE,3,0.41,338.1,2022-06-15,2023-09-06,Online,False,7,178.31,25.47,2,False,No Description,3.7,Sangat Jarang,482,448
300,301,2022-12-04,YYC-NW,17,0.18,330.31,2022-12-04,2024-07-04,Calgary NW,False,25,667.03,26.68,11,False,No Description,4.25,Sering,180,578
301,302,2021-12-27,ONLINE,18,0.22,118.03,2021-12-27,2023-09-10,Online,False,49,2645.16,53.98,17,False,No Description,4.36,Sering,478,622
302,303,2022-08-01,YYC-SE,5,0.61,180.1,2022-08-01,2024-11-18,Calgary SE,False,12,495.99,41.33,3,False,No Description,3.61,Jarang,43,840
303,304,2022-02-28,YYC-NW,7,0.04,304.27,2022-02-28,2023-06-24,Calgary NW,False,18,1212.33,67.35,5,False,No Description,3.65,Jarang,556,481
304,305,2022-04-28,YYC-DT,15,0.14,115.6,2022-04-28,2024-12-27,Calgary Downtown,False,40,3013.83,75.35,14,False,No Description,4.3,Sering,4,974
305,306,2021-12-18,YYC-SE,11,0.62,102.36,2021-12-18,2024-02-04,Calgary SE,False,24,808.01,33.67,6,True,Billing Error,3.71,Jarang,331,778
306,307,2024-10-12,YYC-NW,8,0.22,281.74,2024-10-12,2024-05-14,Calgary NW,False,2,157.92,78.96,5,False,No Description,3.9,Jarang,231,-151
307,308,2021-10-21,YYC-SE,8,0.16,232.78,2021-10-21,2022-04-21,Calgary SE,False,19,821.15,43.22,9,True,Damaged Book,3.07,Sering,985,182
308,309,2021-03-30,YYC-SE,18,0.47,58.39,2021-03-30,2024-03-31,Calgary SE,False,73,5985.83,82.0,19,False,No Description,3.66,Sering,275,1097
309,310,2023-05-08,YYC-DT,9,0.21,101.85,2023-05-08,2023-08-23,Calgary Downtown,False,15,454.3,30.29,6,False,No Description,3.64,Jarang,496,107
310,311,2023-06-30,YYC-DT,17,0.07,341.4,2023-06-30,2023-11-04,Calgary Downtown,True,19,1745.58,91.87,14,False,No Description,4.34,Sering,423,127
311,312,2020-07-26,YYC-SE,3,0.37,67.27,2020-07-26,2023-09-23,Calgary SE,False,13,715.94,55.07,2,False,No Description,3.88,Sangat Jarang,465,1154
312,313,2021-10-18,YYC-NW,9,0.11,287.96,2021-10-18,2024-05-05,Calgary NW,False,20,819.22,40.96,5,False,No Description,4.11,Jarang,240,930
313,314,2021-01-17,YYC-NW,6,0.17,302.52,2021-01-17,2024-10-04,Calgary NW,False,21,658.61,31.36,4,False,No Description,4.37,Jarang,88,1356
314,315,2023-05-23,YYC-SE,14,0.3,418.69,2023-05-23,2023-12-19,Calgary SE,False,21,1275.0,60.71,13,False,No Description,3.78,Sering,378,210
315,316,2024-06-13,YYC-DT,17,0.18,142.81,2024-06-13,2024-11-30,Calgary Downtown,False,8,630.41,78.8,17,False,No Description,3.53,Sering,31,170
316,317,2019-05-07,YYC-DT,13,0.33,68.48,2019-05-07,2020-01-01,Calgary Downtown,False,78,6887.51,88.3,14,False,No Description,4.13,Sering,1826,239
317,318,2024-07-25,YYC-NW,2,0.63,121.88,2024-07-25,2024-12-25,Calgary NW,False,0,0.0,0.0,1,False,No Description,4.09,Sangat Jarang,6,153
318,319,2022-05-12,ONLINE,6,0.14,52.86,2022-05-12,2023-07-08,Online,False,11,643.71,58.52,5,True,Billing Error,3.35,Jarang,542,422
319,320,2021-10-04,YYC-DT,10,0.3,130.23,2021-10-04,2023-09-25,Calgary Downtown,False,35,2784.87,79.57,9,False,No Description,3.66,Sering,463,721
320,321,2021-11-28,YYC-DT,8,0.25,66.31,2021-11-28,2022-11-13,Calgary Downtown,False,18,1647.61,91.53,8,False,No Description,3.96,Sering,779,350
321,322,2021-03-06,YYC-NW,19,0.09,141.8,2021-03-06,2022-04-17,Calgary NW,False,70,6576.24,93.95,15,False,No Description,4.03,Sering,989,407
