date,store_id,channel,transactions,revenue,gst_collected,net_revenue,year,month
2019-03-05,YYC-NW,ONLINE,4,160,8.02,152,2019,3
2019-03-05,YYC-SE,IN_STORE,46,1402,70.12,1332,2019,3
2019-03-05,YYC-SE,ONLINE,4,159,7.99,151,2019,3
2019-03-06,YYC-DT,IN_STORE,74,2546,127.3,2418,2019,3
2019-03-06,YYC-DT,ONLINE,9,262,13.12,249,2019,3
2019-03-06,YYC-NW,IN_STORE,56,1814,90.75,1724,2019,3
2019-03-06,YYC-NW,ONLINE,4,129,6.45,122,2019,3
2019-03-06,YYC-SE,IN_STORE,44,1473,73.67,1399,2019,3
2019-03-06,YYC-SE,ONLINE,6,184,9.23,175,2019,3
2019-03-07,YYC-DT,IN_STORE,77,2570,128.55,2442,2019,3
2019-03-07,YYC-DT,ONLINE,10,281,14.1,267,2019,3
2019-03-07,YYC-NW,IN_STORE,58,1756,87.83,1668,2019,3
2019-03-07,YYC-NW,ONLINE,5,181,9.1,172,2019,3
2019-03-07,YYC-SE,IN_STORE,43,1632,81.6,1550,2019,3
2019-03-07,YYC-SE,ONLINE,4,161,8.07,153,2019,3
2019-03-08,YYC-DT,IN_STORE,97,2378,118.91,2259,2019,3
2019-03-08,YYC-DT,ONLINE,9,268,13.43,255,2019,3
2019-03-08,YYC-NW,IN_STORE,55,1652,82.62,1569,2019,3
2019-03-08,YYC-NW,ONLINE,4,146,7.33,139,2019,3
2019-03-08,YYC-SE,IN_STORE,57,1340,67.03,1273,2019,3
2019-03-08,YYC-SE,ONLINE,4,136,6.83,129,2019,3
2019-03-09,YYC-DT,IN_STORE,83,2741,137.07,2604,2019,3
2019-03-09,YYC-DT,ONLINE,10,309,15.48,294,2019,3
2019-03-09,YYC-NW,IN_STORE,58,2028,101.42,1927,2019,3
2019-03-09,YYC-NW,ONLINE,6,231,11.55,219,2019,3
2019-03-09,YYC-SE,IN_STORE,42,1537,76.9,1461,2019,3
2019-03-09,YYC-SE,ONLINE,7,180,9.03,171,2019,3
2019-03-10,YYC-DT,IN_STORE,67,2722,136.11,2586,2019,3
2019-03-10,YYC-DT,ONLINE,9,319,15.97,303,2019,3
2019-03-10,YYC-NW,IN_STORE,76,1901,95.1,1806,2019,3
2019-03-10,YYC-NW,ONLINE,7,219,10.96,208,2019,3
2019-03-10,YYC-SE,IN_STORE,49,1581,79.06,1502,2019,3
2019-03-10,YYC-SE,ONLINE,6,175,8.78,166,2019,3
2019-03-11,YYC-DT,IN_STORE,62,2328,116.44,2212,2019,3
2019-03-11,YYC-DT,ONLINE,6,177,8.87,168,2019,3
2019-03-11,YYC-NW,IN_STORE,47,1613,80.67,1532,2019,3
2019-03-11,YYC-NW,ONLINE,6,212,10.65,202,2019,3
2019-03-11,YYC-SE,IN_STORE,46,1380,69.04,1311,2019,3
2019-03-11,YYC-SE,ONLINE,4,128,6.41,121,2019,3
2019-03-12,YYC-DT,IN_STORE,62,2596,129.83,2466,2019,3
2019-03-12,YYC-DT,ONLINE,7,237,11.88,225,2019,3
2019-03-12,YYC-NW,IN_STORE,51,1687,84.36,1602,2019,3
2019-03-12,YYC-NW,ONLINE,5,213,10.66,202,2019,3
2019-03-12,YYC-SE,IN_STORE,39,1523,76.18,1447,2019,3
2019-03-12,YYC-SE,ONLINE,4,177,8.89,168,2019,3
2019-03-13,YYC-DT,IN_STORE,88,2563,128.18,2435,2019,3
2019-03-13,YYC-DT,ONLINE,10,278,13.91,264,2019,3
2019-03-13,YYC-NW,IN_STORE,51,1774,88.75,1686,2019,3
2019-03-13,YYC-NW,ONLINE,6,170,8.54,162,2019,3
2019-03-13,YYC-SE,IN_STORE,57,1443,72.15,1370,2019,3
2019-03-13,YYC-SE,ONLINE,4,178,8.9,169,2019,3
2019-03-14,YYC-DT,IN_STORE,57,2329,116.49,2213,2019,3
2019-03-14,YYC-DT,ONLINE,10,243,12.15,230,2019,3
2019-03-14,YYC-NW,IN_STORE,48,1697,84.88,1612,2019,3
2019-03-14,YYC-NW,ONLINE,5,215,10.79,205,2019,3
2019-03-14,YYC-SE,IN_STORE,48,1516,75.81,1440,2019,3
2019-03-14,YYC-SE,ONLINE,5,161,8.06,153,2019,3
2019-03-15,YYC-DT,IN_STORE,67,2476,123.84,2352,2019,3
2019-03-15,YYC-DT,ONLINE,8,242,12.11,230,2019,3
2019-03-15,YYC-NW,IN_STORE,49,1784,89.2,1694,2019,3
2019-03-15,YYC-NW,ONLINE,5,199,9.95,189,2019,3
2019-03-15,YYC-SE,IN_STORE,60,1597,79.89,1517,2019,3
2019-03-15,YYC-SE,ONLINE,6,176,8.83,167,2019,3
2019-03-16,YYC-DT,IN_STORE,78,2212,110.63,2101,2019,3
2019-03-16,YYC-DT,ONLINE,7,186,9.32,177,2019,3
2019-03-16,YYC-NW,IN_STORE,52,1598,79.91,1518,2019,3
2019-03-16,YYC-NW,ONLINE,6,194,9.72,184,2019,3
2019-03-16,YYC-SE,IN_STORE,39,1332,66.63,1265,2019,3
2019-03-16,YYC-SE,ONLINE,4,156,7.81,148,2019,3
2019-03-17,YYC-DT,IN_STORE,90,2769,138.46,2630,2019,3
2019-03-17,YYC-DT,ONLINE,10,315,15.77,299,2019,3
2019-03-17,YYC-NW,IN_STORE,61,1936,96.84,1840,2019,3
2019-03-17,YYC-NW,ONLINE,6,217,10.88,206,2019,3
2019-03-17,YYC-SE,IN_STORE,65,1683,84.19,1599,2019,3
2019-03-17,YYC-SE,ONLINE,4,159,7.98,151,2019,3
2019-03-18,YYC-DT,IN_STORE,74,2384,119.24,2265,2019,3
2019-03-18,YYC-DT,ONLINE,6,215,10.77,204,2019,3
2019-03-18,YYC-NW,IN_STORE,48,1693,84.68,1608,2019,3
2019-03-18,YYC-NW,ONLINE,7,172,8.63,164,2019,3
2019-03-18,YYC-SE,IN_STORE,35,1402,70.14,1332,2019,3
2019-03-18,YYC-SE,ONLINE,6,139,6.98,132,2019,3
2019-03-19,YYC-DT,IN_STORE,60,2382,119.15,2263,2019,3
2019-03-19,YYC-DT,ONLINE,10,287,14.38,273,2019,3
2019-03-19,YYC-NW,IN_STORE,55,1629,81.5,1548,2019,3
2019-03-19,YYC-NW,ONLINE,4,167,8.36,158,2019,3
2019-03-19,YYC-SE,IN_STORE,46,1480,74.04,1406,2019,3
2019-03-19,YYC-SE,ONLINE,3,110,5.52,104,2019,3
2019-03-20,YYC-DT,IN_STORE,77,2336,116.82,2219,2019,3
2019-03-20,YYC-DT,ONLINE,8,206,10.33,196,2019,3
2019-03-20,YYC-NW,IN_STORE,43,1771,88.58,1683,2019,3
2019-03-20,YYC-NW,ONLINE,7,210,10.54,200,2019,3
2019-03-20,YYC-SE,IN_STORE,44,1348,67.41,1280,2019,3
2019-03-20,YYC-SE,ONLINE,4,143,7.18,136,2019,3
2019-03-21,YYC-DT,IN_STORE,55,2310,115.54,2195,2019,3
2019-03-21,YYC-DT,ONLINE,7,222,11.13,211,2019,3
2019-03-21,YYC-NW,IN_STORE,37,1567,78.37,1488,2019,3
2019-03-21,YYC-NW,ONLINE,4,139,6.98,132,2019,3
2019-03-21,YYC-SE,IN_STORE,46,1287,64.39,1223,2019,3
2019-03-21,YYC-SE,ONLINE,5,137,6.86,130,2019,3
2019-03-22,YYC-DT,IN_STORE,75,2380,119.02,2261,2019,3
2019-03-22,YYC-DT,ONLINE,10,275,13.76,261,2019,3
2019-03-22,YYC-NW,IN_STORE,43,1690,84.51,1605,2019,3
2019-03-22,YYC-NW,ONLINE,5,191,9.57,181,2019,3
2019-03-22,YYC-SE,IN_STORE,38,1333,66.68,1266,2019,3
2019-03-22,YYC-SE,ONLINE,4,157,7.87,149,2019,3
2019-03-23,YYC-DT,IN_STORE,97,2697,134.9,2563,2019,3
2019-03-23,YYC-DT,ONLINE,8,309,15.45,293,2019,3
2019-03-23,YYC-NW,IN_STORE,78,1958,97.95,1861,2019,3
2019-03-23,YYC-NW,ONLINE,8,201,10.09,191,2019,3
2019-03-23,YYC-SE,IN_STORE,46,1658,82.94,1575,2019,3
2019-03-23,YYC-SE,ONLINE,4,146,7.34,139,2019,3
2019-03-24,YYC-DT,IN_STORE,86,2751,137.59,2614,2019,3
2019-03-24,YYC-DT,ONLINE,9,329,16.49,313,2019,3
2019-03-24,YYC-NW,IN_STORE,82,1952,97.64,1855,2019,3
2019-03-24,YYC-NW,ONLINE,7,219,10.99,208,2019,3
2019-03-24,YYC-SE,IN_STORE,44,1836,91.84,1744,2019,3
2019-03-24,YYC-SE,ONLINE,5,195,9.77,185,2019,3
2019-03-25,YYC-DT,IN_STORE,56,2406,120.33,2286,2019,3
2019-03-25,YYC-DT,ONLINE,7,244,12.25,232,2019,3
2019-03-25,YYC-NW,IN_STORE,51,1726,86.31,1639,2019,3
2019-03-25,YYC-NW,ONLINE,6,175,8.77,166,2019,3
2019-03-25,YYC-SE,IN_STORE,34,1422,71.12,1351,2019,3
2019-03-25,YYC-SE,ONLINE,5,129,6.49,123,2019,3
2019-03-26,YYC-DT,IN_STORE,77,2237,111.86,2125,2019,3
2019-03-26,YYC-DT,ONLINE,6,255,12.79,243,2019,3
2019-03-26,YYC-NW,IN_STORE,41,1751,87.59,1664,2019,3
2019-03-26,YYC-NW,ONLINE,4,131,6.56,124,2019,3
2019-03-26,YYC-SE,IN_STORE,48,1342,67.14,1275,2019,3
2019-03-26,YYC-SE,ONLINE,4,158,7.91,150,2019,3
2019-03-27,YYC-DT,IN_STORE,70,2373,118.69,2255,2019,3
2019-03-27,YYC-DT,ONLINE,6,207,10.37,197,2019,3
2019-03-27,YYC-NW,IN_STORE,55,1768,88.42,1679,2019,3
2019-03-27,YYC-NW,ONLINE,4,175,8.77,166,2019,3
2019-03-27,YYC-SE,IN_STORE,47,1401,70.09,1331,2019,3
2019-03-27,YYC-SE,ONLINE,6,139,6.96,132,2019,3
2019-03-28,YYC-DT,IN_STORE,67,2490,124.53,2366,2019,3
2019-03-28,YYC-DT,ONLINE,7,195,9.76,185,2019,3
2019-03-28,YYC-NW,IN_STORE,45,1849,92.47,1757,2019,3
2019-03-28,YYC-NW,ONLINE,7,190,9.53,181,2019,3
2019-03-28,YYC-SE,IN_STORE,56,1603,80.17,1523,2019,3
2019-03-28,YYC-SE,ONLINE,4,130,6.53,124,2019,3
2019-03-29,YYC-DT,IN_STORE,64,2398,119.92,2278,2019,3
2019-03-29,YYC-DT,ONLINE,6,285,14.3,271,2019,3
2019-03-29,YYC-NW,IN_STORE,43,1664,83.22,1581,2019,3
2019-03-29,YYC-NW,ONLINE,5,197,9.89,187,2019,3
2019-03-29,YYC-SE,IN_STORE,45,1453,72.69,1381,2019,3
2019-03-29,YYC-SE,ONLINE,6,127,6.36,120,2019,3
2019-03-30,YYC-DT,IN_STORE,68,2599,129.97,2469,2019,3
2019-03-30,YYC-DT,ONLINE,11,238,11.93,226,2019,3
2019-03-30,YYC-NW,IN_STORE,51,1751,87.56,1663,2019,3
2019-03-30,YYC-NW,ONLINE,7,183,9.19,174,2019,3
2019-03-30,YYC-SE,IN_STORE,45,1529,76.46,1452,2019,3
2019-03-30,YYC-SE,ONLINE,4,155,7.75,147,2019,3
2019-03-31,YYC-DT,IN_STORE,76,2697,134.85,2562,2019,3
2019-03-31,YYC-DT,ONLINE,7,298,14.91,283,2019,3
2019-03-31,YYC-NW,IN_STORE,73,1973,98.67,1874,2019,3
2019-03-31,YYC-NW,ONLINE,5,223,11.18,212,2019,3
2019-03-31,YYC-SE,IN_STORE,47,1562,78.12,1484,2019,3
2019-03-31,YYC-SE,ONLINE,4,152,7.65,145,2019,3
2019-04-01,YYC-DT,IN_STORE,68,2548,127.41,2420,2019,4
2019-04-01,YYC-DT,ONLINE,7,271,13.55,257,2019,4
2019-04-01,YYC-NW,IN_STORE,45,1760,88.0,1672,2019,4
2019-04-01,YYC-NW,ONLINE,8,187,9.35,177,2019,4
2019-04-01,YYC-SE,IN_STORE,38,1415,70.75,1344,2019,4
2019-04-01,YYC-SE,ONLINE,6,149,7.45,141,2019,4
2019-04-02,YYC-DT,IN_STORE,72,2716,135.83,2580,2019,4
2019-04-02,YYC-DT,ONLINE,7,283,14.16,269,2019,4
2019-04-02,YYC-NW,IN_STORE,50,1827,91.4,1736,2019,4
2019-04-02,YYC-NW,ONLINE,5,150,7.5,142,2019,4
2019-04-02,YYC-SE,IN_STORE,53,1491,74.59,1417,2019,4
2019-04-02,YYC-SE,ONLINE,7,168,8.42,159,2019,4
2019-04-03,YYC-DT,IN_STORE,68,2475,123.76,2351,2019,4
2019-04-03,YYC-DT,ONLINE,8,233,11.65,221,2019,4
2019-04-03,YYC-NW,IN_STORE,42,1877,93.87,1783,2019,4
2019-04-03,YYC-NW,ONLINE,4,153,7.67,145,2019,4
2019-04-03,YYC-SE,IN_STORE,40,1424,71.23,1353,2019,4
2019-04-03,YYC-SE,ONLINE,4,117,5.89,111,2019,4
2019-04-04,YYC-DT,IN_STORE,98,2563,128.17,2435,2019,4
2019-04-04,YYC-DT,ONLINE,6,224,11.24,213,2019,4
2019-04-04,YYC-NW,IN_STORE,45,1678,83.93,1594,2019,4
2019-04-04,YYC-NW,ONLINE,5,205,10.26,194,2019,4
2019-04-04,YYC-SE,IN_STORE,49,1489,74.46,1414,2019,4
2019-04-04,YYC-SE,ONLINE,4,156,7.84,148,2019,4
2019-04-05,YYC-DT,IN_STORE,75,2512,125.61,2386,2019,4
2019-04-05,YYC-DT,ONLINE,7,257,12.88,244,2019,4
2019-04-05,YYC-NW,IN_STORE,51,1691,84.58,1606,2019,4
2019-04-05,YYC-NW,ONLINE,6,174,8.74,166,2019,4
2019-04-05,YYC-SE,IN_STORE,46,1467,73.38,1394,2019,4
2019-04-05,YYC-SE,ONLINE,5,196,9.81,186,2019,4
2019-04-06,YYC-DT,IN_STORE,89,2538,126.95,2412,2019,4
2019-04-06,YYC-DT,ONLINE,8,271,13.56,257,2019,4
2019-04-06,YYC-NW,IN_STORE,69,1838,91.91,1746,2019,4
2019-04-06,YYC-NW,ONLINE,8,192,9.62,182,2019,4
2019-04-06,YYC-SE,IN_STORE,39,1479,74.0,1405,2019,4
2019-04-06,YYC-SE,ONLINE,4,205,10.27,195,2019,4
2019-04-07,YYC-DT,IN_STORE,71,2873,143.66,2729,2019,4
2019-04-07,YYC-DT,ONLINE,9,276,13.85,263,2019,4
2019-04-07,YYC-NW,IN_STORE,55,2023,101.17,1922,2019,4
2019-04-07,YYC-NW,ONLINE,5,224,11.23,213,2019,4
2019-04-07,YYC-SE,IN_STORE,50,1681,84.08,1597,2019,4
2019-04-07,YYC-SE,ONLINE,4,142,7.13,135,2019,4
2019-04-08,YYC-DT,IN_STORE,98,2591,129.55,2461,2019,4
2019-04-08,YYC-DT,ONLINE,9,210,10.51,199,2019,4
2019-04-08,YYC-NW,IN_STORE,75,1872,93.65,1779,2019,4
2019-04-08,YYC-NW,ONLINE,4,173,8.67,164,2019,4
2019-04-08,YYC-SE,IN_STORE,38,1523,76.19,1447,2019,4
2019-04-08,YYC-SE,ONLINE,6,150,7.54,143,2019,4
2019-04-09,YYC-DT,IN_STORE,62,2392,119.65,2273,2019,4
2019-04-09,YYC-DT,ONLINE,9,259,12.99,246,2019,4
2019-04-09,YYC-NW,IN_STORE,51,1722,86.12,1636,2019,4
2019-04-09,YYC-NW,ONLINE,4,134,6.71,127,2019,4
2019-04-09,YYC-SE,IN_STORE,54,1547,77.39,1470,2019,4
2019-04-09,YYC-SE,ONLINE,5,168,8.45,160,2019,4
2019-04-10,YYC-DT,IN_STORE,60,2512,125.6,2386,2019,4
2019-04-10,YYC-DT,ONLINE,6,233,11.68,221,2019,4
2019-04-10,YYC-NW,IN_STORE,52,1738,86.91,1651,2019,4
2019-04-10,YYC-NW,ONLINE,5,173,8.69,165,2019,4
2019-04-10,YYC-SE,IN_STORE,48,1456,72.83,1383,2019,4
2019-04-10,YYC-SE,ONLINE,4,184,9.21,175,2019,4
2019-04-11,YYC-DT,IN_STORE,66,2364,118.22,2246,2019,4
2019-04-11,YYC-DT,ONLINE,8,223,11.19,212,2019,4
2019-04-11,YYC-NW,IN_STORE,45,1682,84.12,1598,2019,4
2019-04-11,YYC-NW,ONLINE,5,201,10.07,191,2019,4
2019-04-11,YYC-SE,IN_STORE,46,1395,69.79,1326,2019,4
2019-04-11,YYC-SE,ONLINE,5,158,7.9,150,2019,4
2019-04-12,YYC-DT,IN_STORE,65,2293,114.68,2178,2019,4
2019-04-12,YYC-DT,ONLINE,7,240,12.01,228,2019,4
2019-04-12,YYC-NW,IN_STORE,42,1745,87.3,1658,2019,4
2019-04-12,YYC-NW,ONLINE,7,199,9.99,189,2019,4
2019-04-12,YYC-SE,IN_STORE,37,1437,71.89,1365,2019,4
2019-04-12,YYC-SE,ONLINE,4,139,6.97,132,2019,4
2019-04-13,YYC-DT,IN_STORE,70,2781,139.08,2642,2019,4
2019-04-13,YYC-DT,ONLINE,8,262,13.11,249,2019,4
2019-04-13,YYC-NW,IN_STORE,66,2002,100.14,1902,2019,4
2019-04-13,YYC-NW,ONLINE,7,210,10.54,200,2019,4
2019-04-13,YYC-SE,IN_STORE,59,1714,85.75,1629,2019,4
2019-04-13,YYC-SE,ONLINE,5,146,7.33,139,2019,4
2019-04-14,YYC-DT,IN_STORE,99,2716,135.83,2580,2019,4
2019-04-14,YYC-DT,ONLINE,10,265,13.26,251,2019,4
2019-04-14,YYC-NW,IN_STORE,51,1922,96.12,1826,2019,4
2019-04-14,YYC-NW,ONLINE,8,224,11.22,213,2019,4
2019-04-14,YYC-SE,IN_STORE,39,1509,75.45,1433,2019,4
2019-04-14,YYC-SE,ONLINE,5,196,9.8,186,2019,4
2019-04-15,YYC-DT,IN_STORE,89,2560,128.02,2432,2019,4
2019-04-15,YYC-DT,ONLINE,9,247,12.39,235,2019,4
2019-04-15,YYC-NW,IN_STORE,43,1704,85.21,1619,2019,4
2019-04-15,YYC-NW,ONLINE,6,175,8.8,167,2019,4
2019-04-15,YYC-SE,IN_STORE,43,1545,77.26,1467,2019,4
2019-04-15,YYC-SE,ONLINE,4,150,7.54,143,2019,4
2019-04-16,YYC-DT,IN_STORE,73,2654,132.71,2521,2019,4
2019-04-16,YYC-DT,ONLINE,9,304,15.24,289,2019,4
2019-04-16,YYC-NW,IN_STORE,45,1951,97.58,1854,2019,4
2019-04-16,YYC-NW,ONLINE,7,159,7.99,151,2019,4
2019-04-16,YYC-SE,IN_STORE,62,1526,76.35,1450,2019,4
2019-04-16,YYC-SE,ONLINE,4,162,8.13,154,2019,4
2019-04-17,YYC-DT,IN_STORE,98,2625,131.27,2494,2019,4
2019-04-17,YYC-DT,ONLINE,8,263,13.18,250,2019,4
2019-04-17,YYC-NW,IN_STORE,65,1951,97.58,1854,2019,4
2019-04-17,YYC-NW,ONLINE,6,236,11.82,224,2019,4
2019-04-17,YYC-SE,IN_STORE,44,1675,83.78,1591,2019,4
2019-04-17,YYC-SE,ONLINE,4,138,6.92,131,2019,4
2019-04-18,YYC-DT,IN_STORE,83,2560,128.02,2432,2019,4
2019-04-18,YYC-DT,ONLINE,7,238,11.92,226,2019,4
2019-04-18,YYC-NW,IN_STORE,73,1795,89.77,1705,2019,4
2019-04-18,YYC-NW,ONLINE,7,171,8.56,162,2019,4
2019-04-18,YYC-SE,IN_STORE,49,1415,70.79,1345,2019,4
2019-04-18,YYC-SE,ONLINE,5,143,7.15,135,2019,4
2019-04-19,YYC-DT,IN_STORE,62,2579,128.97,2450,2019,4
2019-04-19,YYC-DT,ONLINE,6,197,9.85,187,2019,4
2019-04-19,YYC-NW,IN_STORE,56,1788,89.44,1699,2019,4
2019-04-19,YYC-NW,ONLINE,8,194,9.7,184,2019,4
2019-04-19,YYC-SE,IN_STORE,52,1439,71.97,1367,2019,4
2019-04-19,YYC-SE,ONLINE,5,133,6.68,126,2019,4
2019-04-20,YYC-DT,IN_STORE,70,2660,133.01,2527,2019,4
2019-04-20,YYC-DT,ONLINE,8,295,14.78,280,2019,4
2019-04-20,YYC-NW,IN_STORE,76,2032,101.63,1931,2019,4
2019-04-20,YYC-NW,ONLINE,8,209,10.48,199,2019,4
2019-04-20,YYC-SE,IN_STORE,42,1763,88.16,1675,2019,4
2019-04-20,YYC-SE,ONLINE,4,147,7.37,140,2019,4
2019-04-21,YYC-DT,IN_STORE,62,2436,121.81,2314,2019,4
2019-04-21,YYC-DT,ONLINE,6,223,11.18,212,2019,4
2019-04-21,YYC-NW,IN_STORE,63,1750,87.52,1662,2019,4
2019-04-21,YYC-NW,ONLINE,6,190,9.54,181,2019,4
2019-04-21,YYC-SE,IN_STORE,52,1505,75.26,1430,2019,4
2019-04-21,YYC-SE,ONLINE,4,135,6.79,129,2019,4
2019-04-22,YYC-DT,IN_STORE,75,2660,133.0,2527,2019,4
2019-04-22,YYC-DT,ONLINE,7,251,12.57,238,2019,4
2019-04-22,YYC-NW,IN_STORE,52,1802,90.1,1711,2019,4
2019-04-22,YYC-NW,ONLINE,6,178,8.91,169,2019,4
2019-04-22,YYC-SE,IN_STORE,38,1559,77.98,1481,2019,4
2019-04-22,YYC-SE,ONLINE,6,179,8.99,170,2019,4
2019-04-23,YYC-DT,IN_STORE,68,2391,119.6,2272,2019,4
2019-04-23,YYC-DT,ONLINE,7,263,13.16,250,2019,4
2019-04-23,YYC-NW,IN_STORE,54,1741,87.09,1654,2019,4
2019-04-23,YYC-NW,ONLINE,5,181,9.06,172,2019,4
2019-04-23,YYC-SE,IN_STORE,43,1594,79.71,1514,2019,4
2019-04-23,YYC-SE,ONLINE,5,129,6.45,122,2019,4
2019-04-24,YYC-DT,IN_STORE,107,2730,136.52,2593,2019,4
2019-04-24,YYC-DT,ONLINE,8,333,16.67,316,2019,4
2019-04-24,YYC-NW,IN_STORE,72,1944,97.24,1847,2019,4
2019-04-24,YYC-NW,ONLINE,6,289,14.49,275,2019,4
2019-04-24,YYC-SE,IN_STORE,56,1676,83.82,1592,2019,4
2019-04-24,YYC-SE,ONLINE,6,195,9.78,185,2019,4
2019-04-25,YYC-DT,IN_STORE,75,2656,132.8,2523,2019,4
2019-04-25,YYC-DT,ONLINE,9,302,15.14,287,2019,4
2019-04-25,YYC-NW,IN_STORE,44,1625,81.3,1544,2019,4
2019-04-25,YYC-NW,ONLINE,6,157,7.89,149,2019,4
2019-04-25,YYC-SE,IN_STORE,49,1443,72.15,1370,2019,4
2019-04-25,YYC-SE,ONLINE,4,124,6.22,118,2019,4
2019-04-26,YYC-DT,IN_STORE,74,2506,125.34,2381,2019,4
2019-04-26,YYC-DT,ONLINE,7,298,14.9,283,2019,4
2019-04-26,YYC-NW,IN_STORE,48,1743,87.2,1656,2019,4
2019-04-26,YYC-NW,ONLINE,5,190,9.5,180,2019,4
2019-04-26,YYC-SE,IN_STORE,52,1515,75.78,1439,2019,4
2019-04-26,YYC-SE,ONLINE,4,134,6.71,127,2019,4
2019-04-27,YYC-DT,IN_STORE,87,2822,141.12,2681,2019,4
2019-04-27,YYC-DT,ONLINE,7,284,14.2,269,2019,4
2019-04-27,YYC-NW,IN_STORE,51,1906,95.3,1810,2019,4
2019-04-27,YYC-NW,ONLINE,7,209,10.46,198,2019,4
2019-04-27,YYC-SE,IN_STORE,51,1750,87.51,1662,2019,4
2019-04-27,YYC-SE,ONLINE,4,150,7.54,143,2019,4
2019-04-28,YYC-DT,IN_STORE,94,2582,129.12,2453,2019,4
2019-04-28,YYC-DT,ONLINE,11,310,15.52,294,2019,4
2019-04-28,YYC-NW,IN_STORE,72,1876,93.82,1782,2019,4
2019-04-28,YYC-NW,ONLINE,8,189,9.49,180,2019,4
2019-04-28,YYC-SE,IN_STORE,42,1604,80.2,1523,2019,4
2019-04-28,YYC-SE,ONLINE,5,153,7.65,145,2019,4
2019-04-29,YYC-DT,IN_STORE,64,2651,132.58,2518,2019,4
2019-04-29,YYC-DT,ONLINE,11,278,13.92,264,2019,4
2019-04-29,YYC-NW,IN_STORE,63,2023,101.16,1921,2019,4
2019-04-29,YYC-NW,ONLINE,7,204,10.24,194,2019,4
2019-04-29,YYC-SE,IN_STORE,47,1555,77.8,1478,2019,4
2019-04-29,YYC-SE,ONLINE,5,161,8.07,153,2019,4
2019-04-30,YYC-DT,IN_STORE,65,2571,128.6,2443,2019,4
2019-04-30,YYC-DT,ONLINE,7,320,16.0,304,2019,4
2019-04-30,YYC-NW,IN_STORE,73,1895,94.78,1800,2019,4
2019-04-30,YYC-NW,ONLINE,6,177,8.88,168,2019,4
2019-04-30,YYC-SE,IN_STORE,50,1521,76.07,1445,2019,4
2019-04-30,YYC-SE,ONLINE,5,181,9.07,172,2019,4
2019-05-01,YYC-DT,IN_STORE,79,2690,134.55,2556,2019,5
2019-05-01,YYC-DT,ONLINE,11,300,15.01,285,2019,5
2019-05-01,YYC-NW,IN_STORE,73,1889,94.46,1794,2019,5
2019-05-01,YYC-NW,ONLINE,5,175,8.76,166,2019,5
2019-05-01,YYC-SE,IN_STORE,47,1577,78.89,1498,2019,5
2019-05-01,YYC-SE,ONLINE,5,202,10.13,192,2019,5
2019-05-02,YYC-DT,IN_STORE,59,2329,116.49,2213,2019,5
2019-05-02,YYC-DT,ONLINE,8,264,13.23,251,2019,5
2019-05-02,YYC-NW,IN_STORE,65,1567,78.36,1488,2019,5
2019-05-02,YYC-NW,ONLINE,7,205,10.27,195,2019,5
2019-05-02,YYC-SE,IN_STORE,39,1374,68.74,1306,2019,5
2019-05-02,YYC-SE,ONLINE,5,191,9.6,182,2019,5
2019-05-03,YYC-DT,IN_STORE,101,2716,135.82,2580,2019,5
2019-05-03,YYC-DT,ONLINE,7,243,12.17,231,2019,5
2019-05-03,YYC-NW,IN_STORE,49,2066,103.32,1963,2019,5
2019-05-03,YYC-NW,ONLINE,8,237,11.89,225,2019,5
2019-05-03,YYC-SE,IN_STORE,46,1671,83.59,1588,2019,5
2019-05-03,YYC-SE,ONLINE,6,153,7.68,145,2019,5
2019-05-04,YYC-DT,IN_STORE,74,2589,129.46,2459,2019,5
2019-05-04,YYC-DT,ONLINE,8,209,10.48,199,2019,5
2019-05-04,YYC-NW,IN_STORE,67,1939,96.99,1842,2019,5
2019-05-04,YYC-NW,ONLINE,7,199,9.98,189,2019,5
2019-05-04,YYC-SE,IN_STORE,40,1626,81.31,1544,2019,5
2019-05-04,YYC-SE,ONLINE,7,193,9.69,184,2019,5
2019-05-05,YYC-DT,IN_STORE,75,2866,143.3,2722,2019,5
2019-05-05,YYC-DT,ONLINE,8,289,14.48,275,2019,5
2019-05-05,YYC-NW,IN_STORE,85,2052,102.61,1949,2019,5
2019-05-05,YYC-NW,ONLINE,8,215,10.76,204,2019,5
2019-05-05,YYC-SE,IN_STORE,60,1764,88.24,1676,2019,5
2019-05-05,YYC-SE,ONLINE,5,156,7.84,149,2019,5
2019-05-06,YYC-DT,IN_STORE,106,2900,145.04,2755,2019,5
2019-05-06,YYC-DT,ONLINE,9,319,15.97,303,2019,5
2019-05-06,YYC-NW,IN_STORE,83,2037,101.88,1935,2019,5
2019-05-06,YYC-NW,ONLINE,5,225,11.28,214,2019,5
2019-05-06,YYC-SE,IN_STORE,42,1738,86.93,1651,2019,5
2019-05-06,YYC-SE,ONLINE,6,170,8.53,162,2019,5
2019-05-07,YYC-DT,IN_STORE,69,2448,122.45,2326,2019,5
2019-05-07,YYC-DT,ONLINE,7,217,10.85,206,2019,5
2019-05-07,YYC-NW,IN_STORE,51,1777,88.86,1688,2019,5
2019-05-07,YYC-NW,ONLINE,4,172,8.65,164,2019,5
2019-05-07,YYC-SE,IN_STORE,38,1442,72.13,1370,2019,5
2019-05-07,YYC-SE,ONLINE,4,138,6.94,131,2019,5
2019-05-08,YYC-DT,IN_STORE,97,2453,122.66,2330,2019,5
